distortion,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
0,0.118436060502218,-3.52743323713211,-3.54225450774707,0.964937343270732,NA,-1.51323093867497,-4.94461706895045,-7.66651181436835,-2.54751500497776,6.77487307925191,3.2352389943543,0.166850589309106,-3.72226632731003,-0.347686987325779,-5.86476657154957,1.17604214155508
0,-3.69977757315597,3.11068712348915,2.87864621600512,2.20248785837938,3.73206366810071,5.14346754946361,-3.33183828908909,0.443766639003479,-2.45712300401776,0.450162368880512,-1.20921072950728,-3.97608462984338,NA,-0.460020421654946,1.06888768258234,1.04980837477749
0,-0.0259269189022944,0.387884094895609,-0.979301411788541,-2.01702353610312,1.59234440485808,-1.90086293351903,1.35867423739635,-5.74808201556742,-5.46572727176057,-3.02034803916659,2.79587298337214,1.4782027072828,-0.535866832073942,-7.34240717286077,-2.00707132506733,-3.7186323563761
0,-4.41398994431055,1.12946846033985,-3.21127749589268,-3.74358402272023,-2.2566704843258,-0.221306969169723,-2.59487845673462,-0.540683111510512,6.88442288233317,-3.87059158797846,-5.01052636330205,-0.392887854409552,0.0659451943363605,-2.61637998527111,0.137238818223998,-1.89847095451164
0,-4.70078052524376,-3.18909831417652,-4.52792769760127,0.499710239723078,5.09085859192794,-3.55464614318504,1.02239384461209,2.30587575290797,5.16163286728295,1.44747930009236,-0.365915276787448,-2.59717365802772,NA,4.56186535072813,-2.979705043821,7.15711640281247
0,-0.271498335088696,-5.7812774354986,-0.462928718250779,3.16059651674049,-4.98670274417004,-0.250715812478048,-2.70083254856471,3.3076914871115,8.537548334055,1.24747337400319,2.40850685618782,-1.38063119613798,6.23403364497527,2.11174165525556,3.15250703594904,2.34937007050668
0,3.93340578665369,2.90155091196144,-0.779796163470321,3.84696768070489,-5.18957506196705,2.83612641959488,-3.42597435691118,0.628956397765729,-8.19088292480759,-6.60234785083854,-4.13862197121066,-4.03706771793337,-6.02352977972285,6.09346048956439,-1.55906123348667,-2.30555642003068
0,0.251386130845954,-0.573203502251399,1.81172458555044,-0.501388926892429,-10.3684256781377,2.07785481606056,4.10774716262886,-3.51970901376786,-5.25633783301634,-0.568918239341051,3.26260201585233,-0.458721642065336,-0.263228063591767,-11.1154070237287,0.997586617755991,-1.8866886141102
0,0.411141512495871,0.907229499953139,1.41666168170986,-1.13159147152291,7.44716427626975,-5.75174212788931,-3.93291901538129,-1.74616838291202,-1.77814015726387,-0.318625480970994,0.440662070589275,3.37192279455837,NA,-2.57094024378809,4.96985437608651,-1.50977298493274
0,0.639125474402988,0.108821102315464,1.75222811962836,-0.489585532213208,0.727222540825767,3.1912017016588,0.501731864840725,1.68926146750053,0.0719882797971487,2.62585918615365,-3.49233303832452,-1.43973401981824,4.79614270158249,0.259073301620787,-2.33133837740418,7.10887299737336
0,-7.66445604428622,2.22833264094877,4.06087434144733,1.42938012891771,2.10693916600473,1.7773253655734,-2.96211273531668,-0.720736800123478,-1.8915017879911,3.32944162695582,3.5379574492592,NA,1.71331169623591,1.59100961655129,1.34795421337174,1.90162606800834
0,0.793649205271205,-2.8511727261765,4.481411105286,3.55421860991507,-2.31300387136475,-2.2092483714415,2.43504718641741,2.26917983778567,6.92315253851144,3.35789464170301,NA,-3.81223798598046,NA,NA,0.0612760683848552,-8.13708691197554
0,-0.896260909706369,1.5503739853555,-2.05802904809218,-1.91757712207585,2.91884916159416,2.26602626324551,1.53036053042493,0.738664029018057,3.94025481145556,0.579910938984567,0.0282455031381456,NA,7.47424057990984,0.810621528942105,0.928553414791363,8.13046163594465
0,-2.53228743446219,4.02628980591566,-1.49508419942676,-0.859043702909893,-0.311883113413387,3.39423532615866,2.86410713761728,-0.967627756568381,-4.63226953351989,-4.21495723950814,0.416002280364554,0.606685140357718,-2.09887713522178,-2.33693117586844,0.573514568997378,-0.874887350331014
0,-3.52306161224725,-6.83813973104772,-1.73493559569333,4.34893419331257,5.59020690924626,0.783854359913243,1.97547022985523,-3.43748378163191,2.01069557614137,-3.47106297627909,-1.36033712157988,-1.40159718196475,6.90101486392913,4.72467317348209,1.14658660206611,-1.68579580163372
0,4.14347983531904,4.78512636418796,-0.435736190249388,3.10371412184416,0.485009838084022,1.12682334498737,1.4266924228343,-0.0928230067617252,-2.05475143206385,3.06210463196174,-3.05509699349067,3.90782074255479,0.283360613661194,4.7365201035253,-4.28866138921464,-0.77417356533787
0,1.66148997583753,5.19167489857673,-0.460396724947379,2.40989263875046,4.70107463753598,3.27508422059144,0.790820787449675,6.21904253587844,-0.84345772878238,1.82041528840581,2.68727927845665,5.0864516658134,NA,-0.00172202988568415,1.85852005372565,4.70437037608785
0,6.55520709767386,-1.19434959833125,2.30721670422725,2.4830304091246,-3.80787573760626,-5.32054864416873,1.98085597704262,1.70620326471451,-3.66648262362079,-1.21389106353728,3.33194263995815,-0.0257981980680946,1.89262018819067,2.3981847827772,2.42819246012356,-0.389088896710661
0,-2.458694025632,2.20291197351282,1.57628738121511,-1.37587085468149,-0.606554715653632,3.20770568046511,-2.69501435561687,-6.66752420523538,7.07714309059901,0.362333080856246,-0.994635592727127,NA,NA,2.49256470765114,-4.5369643988847,-3.44914082269232
