distortion,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32
0,8.78298699004318,-3.19841805585865,11.4705476673894,4.02832118968194,26.8489850143486,-19.3391983347952,12.0809175606447,15.159106070601,-0.592266057378424,-17.6340083391656,-11.5919490588526,1.13687682172301,3.34209889603003,2.16613966975691,7.60922564613263,1.47514575995029,11.6746567229237,-15.536187397171,2.37626876989045,8.82801080255598,-5.71776599570287,7.78577550213667,-6.11447182411007,-4.08777969843551,-3.03847876423143,NA,-12.7005522656005,14.2366240656254,-9.76088789423609,-7.23072143861851,5.00583870914604,-6.55542193046904
0,2.8760591948584,9.42522875100392,6.14406692520713,-0.802653816172449,8.59510901495467,3.17709746516022,-6.40720980841847,15.4932849227364,-1.52102595599766,-3.90836163461858,-9.53509700795507,7.46941152049779,1.05490802581586,0.911779646019904,-12.788446756571,9.61997105057756,-8.86871185628973,22.8259949535517,-0.321276870517149,9.97780398391142,-23.0954785606511,6.39791340419445,-7.80911653229235,-7.29500949325164,-0.304575917684721,NA,-5.40271532153749,-8.82537382995742,-6.53925785981578,5.13479602937241,-7.55873555442455,-3.49120566181796
0,NA,-1.41141014035566,6.40376462343776,-0.339097786065989,24.594585487964,-5.23255992644229,7.27927258773965,-11.9674528849795,-3.39534517112291,-1.04526013514957,2.19859296598808,1.09279980157633,1.83934560496234,NA,5.68491844436269,3.85487847048559,23.8666179713827,-7.34218111161361,-7.56630474759598,0.290525583466096,20.8883693222539,9.45568438668587,5.08847081402657,-15.210953692384,-2.49564967849569,NA,-4.99395359570595,-0.900716398669712,3.62828956871891,-3.04542677445197,11.5306243546791,9.87501034576808
0,-1.90800973797493,5.99413347774065,9.82451161210447,-1.11449726296963,2.36204455202734,2.14527130026447,4.30256463426508,8.71518514209082,-7.99535821615452,1.41151134412758,14.3188825216878,-10.1209832982823,-10.9428964166627,NA,13.2923262753239,-3.56526434198927,-11.4415368612842,10.4469557462362,-3.67843226919234,4.86708845657024,-26.4890976655511,0.61427254783427,13.3952972004378,-7.23400193518982,-3.34250372139207,NA,9.97631380819389,1.28565306037787,-7.31728345536627,13.4817132284503,13.4254287319998,-1.2039051164232
0,-1.57497060017187,-1.7579543991609,8.1726299101871,-3.78509951193788,5.38541452958061,6.24068476183915,15.4743594999227,7.58244732355041,-11.8422596129494,-7.67382583723386,6.54749756288082,-2.94392846046637,-11.6602775170887,2.92842838123861,-9.52594963704013,10.2003467232325,-9.01665519480718,-6.88306257703804,-10.3590307593396,10.7576265323233,-27.645047026521,5.49741874682746,-1.90822333338891,12.5944187462356,-4.01278823912316,NA,6.85645454875181,12.8528223373271,-7.81317828093918,17.8684426354148,8.78316803859162,8.51712855361909
0,1.62456534194538,-4.91969691994411,5.14765854520594,-0.325151163201622,17.0462340849875,-15.170526868551,3.56976898655856,0.90308302209261,4.85884580226873,2.76684657095999,20.0001769206615,1.21552774774987,4.46630170601872,2.41466150141855,9.45270670865599,-4.82940196307749,NA,-8.04463378358111,-4.90836750615551,3.65580372451999,3.34580595713009,-11.5953609593381,12.2087543617159,-4.15131141235118,-0.136186163082647,NA,0.859896854330074,1.9310637230028,7.7447113022838,6.75832148923566,11.2901680940011,0.445128997862598
0,-3.56474622479494,-9.21725977613409,2.93020063503266,-4.08398193743029,7.09572567049921,2.08747272430603,-2.80336305991619,17.8785167324806,-6.48285215699303,0.422795504644699,-3.53891178773614,7.45462529746979,-6.70479456170248,-6.94147200552698,-14.9617721113933,-5.92155570422663,13.5503080295984,0.417065110804868,-7.0231514672534,19.0555049788499,-26.4967843865433,3.95104119184914,15.8291095428675,26.5748713661589,-6.2701719808219,NA,6.938960082883,22.4060651229776,-2.64216343913128,18.311089569404,2.34369506883762,-6.15118874597306
0,14.3046477111911,7.94260321144161,13.208845868505,-1.50590180839676,NA,9.26146160514708,-6.7470856172716,-2.4540083476462,2.13854558983709,3.83374221758706,-12.48731763604,1.28376635320969,7.12002488129495,-13.291772897158,-7.53369194079092,-1.54674563287467,0.48175279952387,22.1417498050047,-14.1210982743138,4.05490348338551,3.2516039876048,-1.73575444646655,4.44885709885391,-13.2145756126113,-1.05648257932777,NA,-1.26854018490169,-1.78378970859636,3.07415965006096,9.37026243788636,-6.48238404400234,3.62352444489206
0,1.91788761022573,11.866363727354,8.03646832107898,4.60305758371011,2.30412353532658,4.64303413574015,-3.35593774687655,-1.85118834843871,-2.54659224955039,0.684232301955706,-15.0102798239459,-7.09225447376765,-14.6029936998624,-10.4512967702253,14.2722940937743,2.64693133265964,-10.5671965941826,11.0216660849517,-2.51572786003865,-4.61004871018628,-3.87717179284349,1.50012054515823,NA,-3.37987307390411,0.0814581609201439,NA,12.0858242335644,14.1525720166703,-9.2793291002239,-0.516708073882431,9.66599014104504,3.31753727343944
0,8.02546174300602,4.54604712463544,-2.88317285291136,2.21153408093743,0.356299113589714,5.29027338656036,-0.669503223578475,16.3078352580785,-12.4330054811758,-0.521959551347149,-4.94014077334177,10.5403117174997,-12.4672613585125,-2.26821047894479,5.01856281401292,10.4122502373221,-13.3118513713834,5.06795964945719,0.868017418848726,9.19806972928314,-14.7711020722756,-0.714688628703632,NA,6.68545793421367,-7.99021044259961,NA,4.48219808612139,28.1561800848031,1.29876347626807,8.58983193643553,4.9470873197546,-2.04183145167371
0,8.8441171082396,-0.48192312879099,-2.03564614767708,5.62966578201579,19.28096484026,-6.74119794550034,-6.80330889455486,1.03332560812482,-2.50402504202644,-1.63938946961771,-15.8076012382113,-0.983791150833099,7.17303580540661,-9.23913288404187,3.46314823795621,-2.92835980471474,NA,7.37337573797838,2.7365396963983,-2.21119201004128,-10.5719275474641,-4.13997850371032,NA,-6.01026692567775,3.23749327363404,NA,-6.7942197060242,-7.87779883159276,5.50218094856662,-4.21716689709625,-3.08165152412884,-8.46543422712942
