distortion,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
0,7.32346575453569,-8.52418674776048,-9.35603383750365,-2.02256368716226,-6.69244998962273,-6.74637778645885,-6.17468392268947,0.492313156091458,-5.90360483197798,8.2003676065809,3.21879532369029,-9.51287291969112,6.03219861035381,-9.52539080060462,0.655193341070227,5.12981597717742
0,5.81552786219761,-0.751993265984064,-2.65166428724576,-1.55385510518062,-4.62608868765703,1.83876003850426,-3.1847279560774,2.56395676860389,-0.838274174285097,-7.48027027669126,-1.88013593429732,-1.56788317656425,-1.3379737830846,-6.20071752194894,-0.583774313280905,0.667749183833555
0,-0.971978867448974,-3.45196016646921,3.61005553070717,-1.84074000833265,7.49514818182281,1.08430210527656,-2.43402462564776,-7.26665307463833,5.56592720562982,3.61419819034718,-2.96847327794987,-0.277793919275299,10.3124466148516,-9.79704886034039,10.0938862558314,1.04783686679893
0,0.379909967856265,-3.76403776257239,5.31057167076487,0.0570020912432909,-5.46366877691845,6.33161338474065,2.45816331603748,-1.70475118306316,6.94721052959107,-1.79049093692293,-4.79784678783417,2.52995952932936,-6.69595244478631,-4.81468641633131,0.772697068988754,-4.41499489448644
0,6.58494106221682,-3.40979755263595,14.1064861657399,4.03158436061665,-1.86431829491131,2.84862654319171,7.64503906897611,12.7292059840226,16.9094930570073,-0.471293956943361,1.37093911773615,-6.18211453934007,-11.5730810978444,11.3971454052623,1.99232254764027,0.494751981117678
0,3.05972669852283,1.2832655038047,3.22845539213002,-8.37191070205059,3.85017297536091,-0.243216889575497,11.8022462202582,-3.75084227316136,-5.00966281514539,1.31752920125965,4.97543667116289,-6.82763462644348,2.66462821396147,-15.5369865335004,9.91702460849985,-2.26273963161835
0,7.34361950629388,0.708186480715102,1.16734568762685,6.73554029329852,-6.40903826309771,3.6284311740452,0.433031101290636,5.94932661604573,7.2875601480118,-1.33548194660148,-0.763986140483552,-1.55399751479669,-3.9808925821352,5.1066667090616,7.26883102478978,3.09557812719437
0,-1.67598169121291,4.02562489167838,4.39034538559854,-12.957063620022,-3.54652845608127,11.3214905506911,-3.20106655893152,2.65909038097769,2.92281663638282,-4.55914964424615,2.4827211728962,8.18011788339222,1.20611927247675,-4.23241499057452,7.02960203344257,-3.91716338087415
0,-6.30401774874522,8.57011881937302,2.64081115869647,-8.62915696577105,-0.90440563774804,10.8741777065397,-3.38426965699048,-6.13068679612536,-7.56501358670712,-5.96140200003226,2.5354511621471,4.4580075447971,8.57271911828106,8.14074759083723,-3.26447551090482,-2.09232574341158
0,6.60794843053569,8.64056827777669,4.29613750535429,4.46573212230614,-1.91182898313912,3.61271418628803,0.652941982889281,-3.22403017790671,4.86161268656356,6.30054435751362,-0.416461622362291,12.0577704373061,10.3479110819129,7.28404319141504,-2.280867024282,6.30123684994576
0,-1.78082971451227,-5.38122039209716,-4.83362613315822,-2.51344642541861,0.493973048026447,2.99327714378283,-1.80626216666073,0.703316077112762,2.10986172711245,-4.72954720382166,-0.449950776836012,-1.71410737441881,-7.04624587916152,-25.1172709922888,10.6935927446833,-2.38262008276715
0,8.83213164239208,1.90996036168596,1.12404143453985,-0.896919738832568,9.08380132641682,2.94134197606685,-0.722118560284568,3.45137407711004,2.86217669362123,9.51473054917904,3.97433190950938,-8.2617841310635,9.10886396087679,-16.7795626025876,-0.536137166059416,15.4678664169925
0,-0.0679307495923949,-7.33900742315662,2.47021116950068,-5.03669049372011,4.10796228250481,4.13903191772246,4.08253535426332,-4.04503782032293,-1.7101643231468,-2.89232173368212,8.25510621273875,-2.76103947064011,4.9129036922439,-25.5191686539017,5.48911769984121,-1.56290539880779
0,-1.86108327158764,-2.98500777206589,-5.02174999006658,-9.05372405915197,12.3502276643461,13.9444266328,-5.9742239234403,3.16326054777157,5.9928323074891,-0.840326648409238,4.12106843556366,11.3277352852697,-0.848447704990336,-5.56086512249572,8.39607295991121,-10.848415318753
0,4.37861844255815,-0.675090407303101,14.096654949235,3.70383437697585,5.84872282870943,1.69348134492431,1.92328768787146,1.19582307250669,2.6448019115397,-2.28610184853636,5.18188588085703,-3.38077236415511,5.53224667009194,6.0191842047395,-3.34433797648923,10.8163723826584
